rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
2405,1100,fashion & retail,hari krishan agarwal,66.0,india,delhi,sports shoes,fashion & retail,india,True,n,m,1956-04-05 00:00:00,agarwal,hari krishan,2023-04-04 05:01:00,1956.0,4.0,5.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2405,1100,energy,farkhad akhmedov,67.0,russia,moscow,investments,energy,russia,True,d,m,1955-09-15 00:00:00,akhmedov,farkhad,2023-04-04 05:01:00,1955.0,9.0,15.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2405,1100,finance & investments,joseph bae,51.0,united states,new york,private equity,finance & investments,united states,True,n,m,1972-01-12 00:00:00,bae,joseph,2023-04-04 05:01:00,1972.0,1.0,12.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,food & beverage,abigail bennett,42.0,united states,rochester,liquor,food & beverage,united states,False,split family fortune,f,1980-12-27 00:00:00,bennett,abigail,2023-04-04 05:01:00,1980.0,12.0,27.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,fashion & retail,sara blakely,52.0,united states,atlanta,spanx,fashion & retail,united states,True,e,f,1971-02-27 00:00:00,blakely,sara,2023-04-04 05:01:00,1971.0,2.0,27.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,finance & investments,lloyd blankfein,68.0,united states,new york,banking,finance & investments,united states,True,e,m,1954-09-20 00:00:00,blankfein,lloyd,2023-04-04 05:01:00,1954.0,9.0,20.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,diversified,henadiy boholyubov,61.0,ukraine,dnipro,"banking, investments",diversified,ukraine,True,e,m,1962-01-01 00:00:00,boholyubov,henadiy,2023-04-04 05:01:00,1962.0,1.0,1.0,281.66,7.9,153781069118,82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558
2405,1100,real estate,stephane bonvin,56.0,switzerland,lens,real estate,real estate,switzerland,True,d,m,1967-01-01 00:00:00,bonvin,stephane,2023-04-04 05:01:00,1967.0,1.0,1.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2405,1100,diversified,oleg boyko,58.0,switzerland,lipperswil,diversified,diversified,russia,True,d,m,1964-09-28 00:00:00,boyko,oleg,2023-04-04 05:01:00,1964.0,9.0,28.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2405,1100,technology,ryan breslow,28.0,united states,miami,e-commerce software,technology,united states,True,d,m,1994-05-20 00:00:00,breslow,ryan,2023-04-04 05:01:00,1994.0,5.0,20.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,fashion & retail,thomas bruch,72.0,germany,st. wendel,retail,fashion & retail,germany,False,d,m,1950-04-25 00:00:00,bruch,thomas,2023-04-04 05:01:00,1950.0,4.0,25.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
2405,1100,technology,marina budiman,61.0,indonesia,jakarta,data centers,technology,indonesia,True,d,f,1961-09-05 00:00:00,budiman,marina,2023-04-04 05:01:00,1961.0,9.0,5.0,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
2405,1100,food & beverage,pradip burman,80.0,india,delhi,consumer goods,food & beverage,india,False,d,m,1942-11-02 00:00:00,burman,pradip,2023-04-04 05:01:00,1942.0,11.0,2.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2405,1100,manufacturing,cao kejian,60.0,china,quzhou,air compressors,manufacturing,china,True,e,m,1962-04-10 00:00:00,cao,kejian,2023-04-04 05:01:00,1962.0,4.0,10.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,food & beverage,giuliana caprotti,82.0,italy,milan,supermarkets,food & beverage,italy,False,d,f,1940-11-21 00:00:00,caprotti,giuliana,2023-04-04 05:01:00,1940.0,11.0,21.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
2405,1100,food & beverage,marina caprotti,45.0,italy,milan,supermarkets,food & beverage,italy,False,d,f,1978-01-17 00:00:00,caprotti,marina,2023-04-04 05:01:00,1978.0,1.0,17.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
2405,1100,technology,chang jing,40.0,china,beijing,technology,technology,china,True,d,m,1982-08-01 00:00:00,chang,jing,2023-04-04 05:01:00,1982.0,8.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,healthcare,chen baohua,61.0,china,linhai,pharmaceutical,healthcare,china,True,d,m,1962-01-01 00:00:00,chen,baohua,2023-04-04 05:01:00,1962.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,energy,gang chen,55.0,china,guangzhou,solar energy,energy,china,True,d,m,1968-01-01 00:00:00,chen,gang,2023-04-04 05:01:00,1968.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,logistics,liying chen,47.0,china,shanghai,package delivery,logistics,china,True,d,f,1975-10-30 00:00:00,chen,liying,2023-04-04 05:01:00,1975.0,10.0,30.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,technology,tony chen,73.0,taiwan,taichung,electronics,technology,taiwan,True,u,m,1949-07-01 00:00:00,chen,tony,2023-04-04 05:01:00,1949.0,7.0,1.0,117.24,2.9,21427700000000,65.6,101.8,78.5,9.6,41.2,328239523.0,37.09024,10.451526
2405,1100,manufacturing,chen xueling,55.0,china,shantou,stationery,manufacturing,china,True,d,f,1967-10-16 00:00:00,chen,xueling,2023-04-04 05:01:00,1967.0,10.0,16.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,food & beverage,cheng lili,58.0,china,changzhou,poultry breeding,food & beverage,china,True,d,m,1965-01-01 00:00:00,cheng,lili,2023-04-04 05:01:00,1965.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,technology,weili dai,61.0,united states,las vegas,semiconductors,technology,united states,True,d,f,1961-09-14 00:00:00,dai,weili,2023-04-04 05:01:00,1961.0,9.0,14.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,manufacturing,deng yingzhong,72.0,china,zhongshan,paper,manufacturing,china,True,d,m,1951-01-01 00:00:00,deng,yingzhong,2023-04-04 05:01:00,1951.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,finance & investments,shlomo eliahu,87.0,israel,tel aviv,insurance,finance & investments,israel,True,d,m,1936-01-18 00:00:00,eliahu,shlomo,2023-04-04 05:01:00,1936.0,1.0,18.0,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
2405,1100,finance & investments,henry engelhardt,65.0,united kingdom,cardiff,insurance,finance & investments,united states,True,d,m,1958-01-17 00:00:00,engelhardt,henry,2023-04-04 05:01:00,1958.0,1.0,17.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2405,1100,service,gabriel escarrer,88.0,spain,palma de majorca,hotels,service,spain,True,e,m,1935-03-02 00:00:00,escarrer,gabriel,2023-04-04 05:01:00,1935.0,3.0,2.0,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
2405,1100,manufacturing,daniel feffer,63.0,brazil,são paulo,pulp and paper,manufacturing,brazil,False,d,m,1959-10-28 00:00:00,feffer,daniel,2023-04-04 05:01:00,1959.0,10.0,28.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2405,1100,telecom,gleb fetisov,56.0,cyprus,limassol,investments,telecom,russia,True,d,m,1966-06-05 00:00:00,fetisov,gleb,2023-04-04 05:01:00,1966.0,6.0,5.0,102.51,0.3,24564647935,75.9,99.3,80.8,24.5,22.4,1198575.0,35.126413,33.429859
2405,1100,fashion & retail,paul fireman,79.0,united states,brookline,reebok,fashion & retail,united states,True,e,m,1944-02-14 00:00:00,fireman,paul,2023-04-04 05:01:00,1944.0,2.0,14.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,fashion & retail,robert fisher,69.0,united states,san francisco,gap,fashion & retail,united states,False,d,m,1953-08-01 00:00:00,fisher,robert,2023-04-04 05:01:00,1953.0,8.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,fashion & retail,bernd freier,66.0,germany,rottendorf,fashion retail,fashion & retail,germany,True,d,m,1957-01-01 00:00:00,freier,bernd,2023-04-04 05:01:00,1957.0,1.0,1.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
2405,1100,manufacturing,donald friese,82.0,united states,los angeles,manufacturing,manufacturing,united states,True,e,m,1940-10-03 00:00:00,friese,donald,2023-04-04 05:01:00,1940.0,10.0,3.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,healthcare,gan zhongru,74.0,china,beijing,pharmaceuticals,healthcare,china,True,d,m,1948-07-01 00:00:00,gan,zhongru,2023-04-04 05:01:00,1948.0,7.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,fashion & retail,rahul gautam,70.0,india,delhi,mattresses,fashion & retail,india,False,d,m,1952-11-18 00:00:00,gautam,rahul,2023-04-04 05:01:00,1952.0,11.0,18.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2405,1100,finance & investments,david golub,60.0,united states,new york,private equity,finance & investments,united states,True,e,m,1962-04-16 00:00:00,golub,david,2023-04-04 05:01:00,1962.0,4.0,16.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,real estate,pavel golubkov,47.0,russia,moscow,"building, development",real estate,russia,True,n,m,1976-03-13 00:00:00,golubkov,pavel,2023-04-04 05:01:00,1976.0,3.0,13.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2405,1100,energy,said gutseriev,34.0,united kingdom,london,"retail, investments",energy,russia,False,r,m,1988-04-18 00:00:00,gutseriev,said,2023-04-04 05:01:00,1988.0,4.0,18.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2405,1100,service,polys haji-ioannou,63.0,monaco,monaco,easyjet,service,cyprus,False,u,m,1960-01-11 00:00:00,haji-ioannou,polys,2023-04-04 05:01:00,1960.0,1.0,11.0,117.24,2.9,7184844193,65.6,101.8,78.5,9.6,41.2,38964.0,43.7384176,7.4246158
2405,1100,food & beverage,he zuxun,57.0,china,kunming,pig breeding,food & beverage,china,True,d,m,1965-10-28 00:00:00,he,zuxun,2023-04-04 05:01:00,1965.0,10.0,28.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,technology,david hindawi,78.0,united states,seattle,software,technology,united states,True,d,m,1944-12-08 00:00:00,hindawi,david,2023-04-04 05:01:00,1944.0,12.0,8.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,technology,huang shan,52.0,china,shenzhen,software,technology,china,True,r,m,1970-08-09 00:00:00,huang,shan,2023-04-04 05:01:00,1970.0,8.0,9.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,technology,huang xiaofen & family,61.0,china,shenzhen,printed circuit boards,technology,china,True,d,f,1962-01-01 00:00:00,huang,xiaofen,2023-04-04 05:01:00,1962.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,automotive,hiroshi ishibashi,76.0,japan,tokyo,tires,automotive,japan,False,u,m,1946-08-01 00:00:00,ishibashi,hiroshi,2023-04-04 05:01:00,1946.0,8.0,1.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2405,1100,gambling & casinos,masayuki ishihara,74.0,japan,tokyo,pachinko machines,gambling & casinos,japan,False,r,m,1948-12-15 00:00:00,ishihara,masayuki,2023-04-04 05:01:00,1948.0,12.0,15.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2405,1100,finance & investments,chatchai kaewbootta,71.0,thailand,bangkok,auto loans,finance & investments,thailand,True,d,m,1951-07-05 00:00:00,kaewbootta,chatchai,2023-04-04 05:01:00,1951.0,7.0,5.0,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
2405,1100,finance & investments,nikhil kamath,36.0,india,bangalore,financial services,finance & investments,india,True,n,m,1986-09-05 00:00:00,kamath,nikhil,2023-04-04 05:01:00,1986.0,9.0,5.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2405,1100,finance & investments,jonas kamprad,57.0,united kingdom,london,ikea,finance & investments,sweden,False,e,m,1966-03-04 00:00:00,kamprad,jonas,2023-04-04 05:01:00,1966.0,3.0,4.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2405,1100,finance & investments,mathias kamprad,53.0,united kingdom,london,ikea,finance & investments,sweden,False,e,m,1969-06-27 00:00:00,kamprad,mathias,2023-04-04 05:01:00,1969.0,6.0,27.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2405,1100,finance & investments,peter kamprad,59.0,belgium,tervuren,ikea,finance & investments,sweden,False,e,m,1964-03-29 00:00:00,kamprad,peter,2023-04-04 05:01:00,1964.0,3.0,29.0,117.11,1.4,529606710418,79.7,103.9,81.6,24.0,55.4,11484055.0,50.503887,4.469936
2405,1100,service,fumio kaneko,66.0,japan,kobe,waste management,service,japan,True,n,m,1956-10-17 00:00:00,kaneko,fumio,2023-04-04 05:01:00,1956.0,10.0,17.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2405,1100,automotive,sunjay kapur,51.0,india,delhi,auto parts,automotive,united states,False,d,m,1971-10-15 00:00:00,kapur,sunjay,2023-04-04 05:01:00,1971.0,10.0,15.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2405,1100,energy,ali metin kazanci,88.0,turkey,istanbul,energy,energy,turkey,True,r,m,1934-08-30 00:00:00,kazanci,ali metin,2023-04-04 05:01:00,1934.0,8.0,30.0,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
2405,1100,healthcare,kangbao ke & family,60.0,china,guangzhou,retailing,healthcare,china,True,u,m,1963-01-01 00:00:00,ke,kangbao,2023-04-04 05:01:00,1963.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,sports,carsten koerl,58.0,switzerland,zurich,sports data,sports,germany,True,d,m,1964-11-27 00:00:00,koerl,carsten,2023-04-04 05:01:00,1964.0,11.0,27.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2405,1100,technology,koo bon-sik,64.0,south korea,seoul,lg,technology,south korea,False,e,m,1958-06-28 00:00:00,koo,bon-sik,2023-04-04 05:01:00,1958.0,6.0,28.0,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
2405,1100,energy,andrei kosogov,62.0,russia,moscow,banking,energy,russia,True,d,m,1961-03-15 00:00:00,kosogov,andrei,2023-04-04 05:01:00,1961.0,3.0,15.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2405,1100,manufacturing,yogesh kothari,74.0,india,mumbai,specialty chemicals,manufacturing,india,True,d,m,1949-01-01 00:00:00,kothari,yogesh,2023-04-04 05:01:00,1949.0,1.0,1.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2405,1100,healthcare,arvind lal,73.0,india,delhi,medical diagnostics,healthcare,india,False,d,m,1949-08-22 00:00:00,lal,arvind,2023-04-04 05:01:00,1949.0,8.0,22.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2405,1100,gambling & casinos,manuel lao hernández,78.0,spain,matadepera,casinos,gambling & casinos,spain,True,d,m,1944-06-10 00:00:00,lao hernández,manuel,2023-04-04 05:01:00,1944.0,6.0,10.0,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
2405,1100,construction & engineering,lee joong-keun,82.0,south korea,seoul,"construction, real estate",construction & engineering,south korea,True,d,m,1941-01-11 00:00:00,lee,joong-keun,2023-04-04 05:01:00,1941.0,1.0,11.0,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
2405,1100,finance & investments,nancy lerner,62.0,united states,cleveland,"banking, credit cards",finance & investments,united states,False,e,f,1960-05-11 00:00:00,lerner,nancy,2023-04-04 05:01:00,1960.0,5.0,11.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,finance & investments,norma lerner,87.0,united states,cleveland,banking,finance & investments,united states,False,e,f,1936-03-28 00:00:00,lerner,norma,2023-04-04 05:01:00,1936.0,3.0,28.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,finance & investments,randolph lerner,61.0,united states,cleveland,"banking, credit cards",finance & investments,united states,False,e,m,1962-02-21 00:00:00,lerner,randolph,2023-04-04 05:01:00,1962.0,2.0,21.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,healthcare,lin zhijun,47.0,china,xiamen,medical devices,healthcare,china,True,d,m,1975-09-01 00:00:00,lin,zhijun,2023-04-04 05:01:00,1975.0,9.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,healthcare,lin zhixiong & family,49.0,china,xiamen,medical devices,healthcare,china,True,d,m,1973-07-01 00:00:00,lin,zhixiong,2023-04-04 05:01:00,1973.0,7.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,manufacturing,jeffrey lorberbaum,68.0,united states,chattanooga,flooring,manufacturing,united states,False,d,m,1954-10-25 00:00:00,lorberbaum,jeffrey,2023-04-04 05:01:00,1954.0,10.0,25.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,telecom,lu rongfu,52.0,china,xiamen,telecommunication,telecom,china,True,d,m,1971-01-01 00:00:00,lu,rongfu,2023-04-04 05:01:00,1971.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,fashion & retail,lyu yixiong,60.0,china,shanghai,cosmetics,fashion & retail,china,True,n,m,1963-01-01 00:00:00,lyu,yixiong,2023-04-04 05:01:00,1963.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,technology,soichiro minami,46.0,japan,tokyo,internet and software,technology,japan,True,e,m,1976-06-15 00:00:00,minami,soichiro,2023-04-04 05:01:00,1976.0,6.0,15.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2405,1100,automotive,pawan munjal,68.0,india,delhi,two wheelers,automotive,india,False,split family fortune,m,1954-10-28 00:00:00,munjal,pawan,2023-04-04 05:01:00,1954.0,10.0,28.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2405,1100,automotive,renu munjal,68.0,india,delhi,two wheelers,automotive,india,False,split family fortune,f,1955-03-06 00:00:00,munjal,renu,2023-04-04 05:01:00,1955.0,3.0,6.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2405,1100,automotive,suman munjal,70.0,india,delhi,motorcycles,automotive,india,False,split family fortune,m,1953-02-26 00:00:00,munjal,suman,2023-04-04 05:01:00,1953.0,2.0,26.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2405,1100,energy,dmitry nikolaev,56.0,russia,kemerovo,coal,energy,russia,True,n,m,1966-08-17 00:00:00,nikolaev,dmitry,2023-04-04 05:01:00,1966.0,8.0,17.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2405,1100,automotive,sjamsul nursalim,81.0,singapore,singapore,"tires, retail",automotive,indonesia,False,r,m,1942-01-19 00:00:00,nursalim,sjamsul,2023-04-04 05:01:00,1942.0,1.0,19.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2405,1100,fashion & retail,adrian paval,54.0,romania,bacau,retail,fashion & retail,romania,True,u,m,1968-09-23 00:00:00,paval,adrian,2023-04-04 05:01:00,1968.0,9.0,23.0,123.78,3.8,250077444017,49.4,85.2,75.4,14.6,20.0,19356544.0,45.943161,24.96676
2405,1100,diversified,antonio percassi,69.0,italy,bergamo,"real estate, diversified",diversified,italy,True,d,m,1953-06-09 00:00:00,percassi,antonio,2023-04-04 05:01:00,1953.0,6.0,9.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
2405,1100,fashion & retail,kevin plank,50.0,united states,lutherville-timonium,under armour,fashion & retail,united states,True,d,m,1972-08-13 00:00:00,plank,kevin,2023-04-04 05:01:00,1972.0,8.0,13.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,healthcare,g.v. prasad,62.0,india,hyderabad,pharmaceuticals,healthcare,india,False,u,m,1960-11-22 00:00:00,prasad,g.v.,2023-04-04 05:01:00,1960.0,11.0,22.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2405,1100,healthcare,pu zhongjie & family,60.0,china,beijing,medical equipment,healthcare,china,True,e,m,1963-01-01 00:00:00,pu,zhongjie,2023-04-04 05:01:00,1963.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,healthcare,rao wei & family,58.0,china,shenzhen,pharmaceuticals,healthcare,china,True,r,m,1964-11-12 00:00:00,rao,wei,2023-04-04 05:01:00,1964.0,11.0,12.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,service,helena revoredo,76.0,spain,madrid,security services,service,spain,False,d,f,1947-02-10 00:00:00,revoredo,helena,2023-04-04 05:01:00,1947.0,2.0,10.0,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
2405,1100,finance & investments,matthew roszak,50.0,united states,chicago,cryptocurrency,finance & investments,united states,True,d,m,1972-12-09 00:00:00,roszak,matthew,2023-04-04 05:01:00,1972.0,12.0,9.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,technology,paul sciarra,42.0,united states,san francisco,pinterest,technology,united states,True,d,m,1981-02-15 00:00:00,sciarra,paul,2023-04-04 05:01:00,1981.0,2.0,15.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,finance & investments,rajesh sharma,53.0,india,mumbai,finance,finance & investments,india,False,n,m,1970-02-25 00:00:00,sharma,rajesh,2023-04-04 05:01:00,1970.0,2.0,25.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2405,1100,energy,dean solon,58.0,united states,gallatin,solar systems,energy,united states,True,u,m,1965-01-01 00:00:00,solon,dean,2023-04-04 05:01:00,1965.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,finance & investments,michael spencer,67.0,united kingdom,"london, suffolk",stock exchange,finance & investments,united kingdom,True,e,m,1955-05-30 00:00:00,spencer,michael,2023-04-04 05:01:00,1955.0,5.0,30.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2405,1100,finance & investments,joseph steinberg,79.0,united states,new york,investments,finance & investments,united states,True,u,m,1944-02-05 00:00:00,steinberg,joseph,2023-04-04 05:01:00,1944.0,2.0,5.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,food & beverage,zachary stern,41.0,united states,jackson,liquor,food & beverage,united states,False,split family fortune,m,1982-01-09 00:00:00,stern,zachary,2023-04-04 05:01:00,1982.0,1.0,9.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2405,1100,manufacturing,manny stul,73.0,australia,melbourne,toys,manufacturing,australia,True,d,m,1949-05-09 00:00:00,stul,manny,2023-04-04 05:01:00,1949.0,5.0,9.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2405,1100,technology,sun hongjun,49.0,china,shanghai,semiconductors,technology,china,True,d,m,1973-07-01 00:00:00,sun,hongjun,2023-04-04 05:01:00,1973.0,7.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,manufacturing,sun weijie,59.0,china,yantai,oilfield equipment,manufacturing,china,True,d,m,1963-07-26 00:00:00,sun,weijie,2023-04-04 05:01:00,1963.0,7.0,26.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2405,1100,technology,sehat sutardja,61.0,united states,las vegas,semiconductors,technology,united states,True,d,m,1961-07-09 00:00:00,sutardja,sehat,2023-04-04 05:01:00,1961.0,7.0,9.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
